object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201532889349300523,631222148,"NORTH AMERICA - CANADA AND MEXICO, BUT",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,CENTRAL AMERICA AND THE CARIBBEAN -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201503209349316020,116039909,MIDDLE EAST AND NORTH AFRICA,PROMOTING JEWISH EDUCATION,1507072,WIRE/CHECK
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"QUEENSLAND BRAIN INSTITUTE, MARSHALL LABORATORY, UQ FOR LANTERN FISH PROJECT",405000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THE DOW CENTRE FOR SUSTAINABLE ENGINEERING INNOVATION, UQ FOR THE OPERATIONS OF THE DOW CENTRE.",2000000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,SUPPORT AUSTRALIAN INSTITUTE OF BUSINESS AND ECONOMICS,235000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE MCLENNAN AND HOWES COLLABORATIVE SCHOLARSHIP,60000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"ENDOWED SCHOLARSHIPS, EMERGING NEEDS, VARIOUS FACULTIES, DEPARTMENTS AND COLLEGES",59703,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE CENTRE FOR SOCIAL RESPONSIBILITY IN MINING (CSRM) AT SMI FOR RESEARCH ON THE EFFECTIVENESS AND OUTCOMES OF CERTIFICATION SCHEMES IN THE MINING SECTOR.,125000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THOMAS A. PLEIN ENDOWED SCHOLARSHIP FOR US CITIZEN(S) STUDYING IN EITHER THE SCHOOL OF BUSINESS, ECONOMICS OR LAW AT THE BUSINESS ECONOMICS AND LAW FACULTY.",27500,WIRE,FMV
201523159349300987,260069167,FUND SALARY OF PROF,10800,CHECK
201533209349315408,260833212,CHARITABLE,28934,WIRE TRANSFER
201533039349301303,912163512,SCHOOL AID,EFT
201533359349301118,841567873,Cuba,Training Support,10100,Wire Trnsfr
201533359349301118,841567873,Malawi,Training Support,11157,Wire Trnsfr
201533359349301118,841567873,Mexico,Training Support,28500,Wire Trnsfr
201533359349301118,841567873,USA Latinos,Training Support,10143,Wire Trnsfr
201513439349300141,980042539,"North America (including Canada and Mexico, but not the United States)","Since we are a Canadian organization, all of our grants are paid in Canada, which is outside the US. Our grants are to support student organizations, federated colleges, and other Universities performing research (subgrants).",1568737,Cheque,0
201522939349300037,580593438,East Asia,American Cultural,10000,Wire
201522859349300807,954749034,SUPPORT UNIVERSITY,CASH WIRE TRANSFER
201503499349300305,237069575,"North America (including Canada and Mexico, but not the United States)",research,5241987,cheque,0
201503519349300545,730739626,Central America and the Caribbean,Ministry support,150000,Check
201503519349300545,730739626,Middle East and North Africa,Pastoral training,5032,Check
201503519349300545,730739626,Europe (Including Iceland & Greenland),Ministry networking,7800,ACH payment
201503519349300545,730739626,Sub-Saharan Africa,Church building,5011,ACH payment
201620339349301002,042111203,East Asia and the Pacific,Research,63660,wire transfer,0
201620339349301002,042111203,Europe (including Iceland and Greenland),Research,45690,check,0
201620339349301002,042111203,"North America (including Canada and Mexico, but not the United States)",Research,41587,check,0
201620339349301002,042111203,South Asia,Research,18343,check,0
201620339349301002,042111203,South America,Research,24796,wire transfer,0
201620309349300107,454135256,EUROPE (INCLUDING ICELAND & GREENLAND),DIABETES RESEARCH,79926,WIRE TRANSFER
201640359349301314,951744369,"Sub-Saharan Africa - Angola, Benin, Botswana, Burkina, Faso,",Foreign studies,1867000,Wire Transfer
201543459349300904,986001141,"North America (including Canada and Mexico, but not the United States)",Research,56722000,Wire Cheque Draft,0
201543459349300904,986001141,Sub-Saharan Africa,Research,685000,Wire Cheque Draft,0
201543459349300904,986001141,East Asia and the Pacific,Research,193000,Wire Cheque Draft,0
201543459349300904,986001141,South Asia,Research,128000,Wire Cheque Draft,0
201543459349300904,986001141,Central America and the Caribbean,Research,63000,Wire Cheque Draft,0
201543459349300904,986001141,South America,Research,49000,Wire Cheque Draft,0
201543459349300904,986001141,Europe (including Iceland and Greenland),Research,27000,Wire Cheque Draft,0
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,240245,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,240619,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,419864,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,526189,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,644259,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,1907902,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,37156,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,50923,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,89190,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,92846,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,216917,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,5830,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,8618,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,10000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,10111,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,10800,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,20934,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,24000,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,27200,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,29587,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,35208,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,44659,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,51950,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,58561,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,64686,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,72395,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,248813,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,461915,WIRE TRANSFER,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,531814,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,827246,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,RUSSIA & INDEPENDENT STATES,SPONSORED RESEARCH - SUB AWARD,38000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,RUSSIA & INDEPENDENT STATES,SPONSORED RESEARCH - SUB AWARD,49000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,10785,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,21824,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,24211,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,25964,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,42665,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,82869,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,113024,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,122591,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,496533,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,632809,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,7448,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,14333,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,20000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,29135,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,30000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,31190,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,35168,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,35214,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,37961,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,42762,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,49946,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,60108,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,62492,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,94457,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,101039,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,110773,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,118748,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,132905,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,137141,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,147498,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,186585,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,187585,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,189864,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,228714,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,232414,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,263218,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,398306,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,449104,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,482954,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,502782,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,649219,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,649628,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,658657,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,775040,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1189000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1197162,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1379783,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,4906503,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,5200,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,5857,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,6000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,7496,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,8824,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,11859,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,12000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,12026,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,14128,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,15403,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,16448,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,17718,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,18391,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,24715,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,26261,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,26390,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,30000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,30295,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,30535,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,30710,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,31751,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32500,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,32560,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,33281,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,33680,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,34280,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,35661,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,37041,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,39000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,39988,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,40002,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,40249,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,41300,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,41500,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,41733,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,44107,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,46819,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,46885,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,48750,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,49324,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,49637,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,49683,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,49813,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,50737,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,51913,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,52770,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,55242,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,55591,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,55975,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,58377,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,59674,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,59683,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,62266,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,68007,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,69592,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,72450,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,73412,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,74200,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,74796,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,74924,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,76496,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,78933,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,81734,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,83931,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,86745,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,86761,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,86884,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,88973,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,90672,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,91314,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,97568,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,98284,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,102787,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,104926,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,104937,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,104959,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,109167,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,112926,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,112933,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,116332,WIRE TRANSFER,N/A,N/A
