object_id,ein,BndRfrncCd,BsnssNmLn1Txt,BndIssrEIN,BndIssdDt,IssPrcAmt,PrpsDsc,DfsdInd,OnBhlfOfIssrInd,PlFnncngInd
201521199349301252,540525605,R000010,B,Industrial Development Authority of Clarke County,Virginia,541070553,2011-12-27,7815000,Education Facilities,0,0,0
201521199349301252,540525605,R000010,C,Economic Development Authority of the Town of,Mount Jackson Virginia,542053914,2012-12-28,10000000,Education Facilities,0,0,0
201521199349301252,540525605,R000010,D,Economic Development Authority of the Town of,Mount Jackson Virginia,542053914,2013-04-24,6000000,Education Facilities,0,0,0
201501269349301025,930391563,A,Oregon Facilities Authority,000000000,68608JMW8,2010-09-30,21115000,New Construction,0,0,0
201501269349301770,111635105,IRS990ScheduleK,A,New York City Industrial Development Agency,132906040,64971C3H5,2004-11-01,335000,New Building Construction,false,true,false
201501269349301770,111635105,IRS990ScheduleK,B,New York City Industrial Development Agency,132906040,64971C3E2,2004-11-01,310000,New Building Construction,false,true,false
201501269349301770,111635105,IRS990ScheduleK,C,New York City Industrial Development Agency,132906040,64971C3F9,2004-11-01,320000,New Building Construction,false,true,false
201501269349301770,111635105,IRS990ScheduleK,D,New York City Industrial Development Agency,132906040,64971C3G7,2004-11-01,325000,New Building Construction,false,true,false
201531259349300543,560532314,A,NC Capital Facilities Finance Agency,561592154,65819GCZ9,2006-09-20,18000000,"Constructions, renovation & equipping of Smedes Hall Dormitory and student center; infrastructure; n",0,0,0
201501179349300810,060646587,A,CHEFA SERIES F,060806186,20774UJLO,2007-04-04,28747913,DEFEASE PRIOR BONDS,false,false,false
201501179349300810,060646587,B,CHEFA SERIES G,060806186,20774UKY1,2007-04-04,12126960,REFINANCE CONSTRUCTION,false,false,false
201501179349300810,060646587,C,CHEFA SERIES H-1,060806186,20774U7ED,2011-06-15,12204821,FINANCE CONSTRUCTION,false,false,false
201501179349300810,060646587,D,CHEFA SERIES I,060806186,20774FYR3,2012-04-04,13319636,DEFEASE PRIOR BONDS,false,false,false
201541249349300324,250981156,A,NEW WILMINGTON MUNICIPAL AUTHORITY-SERIES 2007,251739535,64920RAS2,2007-06-27,17102753,SEE PART V,0,0,0
201541249349300324,250981156,B,NEW WILMINGTON MUNICIPAL AUTHORITY-SERIES 2011,251739535,2011-04-28,3000000,SEE PART V,0,0,0
201541279349302104,231352683,A,SWARTHMORE COLLEGE BOROUGH AUTHORITY,232243929,870000FJ0,2006-12-20,79638446,SEE PART VI,false,false,false
201541279349302104,231352683,B,SWARTHMORE COLLEGE BOROUGH AUTHORITY,232243929,870000GN0,2011-06-29,30383328,SEE PART VI,false,false,false
201541279349302104,231352683,C,SWARTHMORE COLLEGE BOROUGH AUTHORITY,232243929,870000GY6,2011-12-21,17177979,SEE PART VI,false,false,false
201541279349302104,231352683,D,SWARTHMORE COLLEGE BOROUGH AUTHORITY,232243929,870000JG2,2013-07-31,52616042,SEE PART VI,false,false,false
201501179349300010,453656162,A,MINNESOTA HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HMQ4,2008-06-04,11301602,SEE PART VI,0,0,0
201501179349300010,453656162,B,MINNESOTA HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HFP4,2005-08-18,40607696,SEE PART VI,0,0,0
201521279349301697,990272261,A,CHAMINADE UNIVERSITY OF HONOLULU,990272261,419800GV6,2006-03-22,10140846,FURTHERANCE OF ENTITY'S CHARITABLE PURPOSE,0,0,0
201511249349301136,956151774,A,CALIFORNIA DEBT AND INVESTMENT ADVISORY COMMISSION (CEFA),521705592,130178ME3,2007-11-15,43000000,FINANCE CONSTRUCTION OF LSRNE BUILDING.,0,0,0
201511249349300871,240795445,A,NORTHAMPTON COUNTY GENERAL PURPOSE AUTHORITY,233007498,663507BY6,2004-05-19,50000000,VARIOUS CAPITAL PROJECTS,false,false,false
201511249349300871,240795445,B,NORTHAMPTON COUNTY GENERAL PURPOSE AUTHORITY,233007498,663540JB9,2006-08-24,47000000,REFUND 10/31/96 BONDS AND CAPITAL,false,false,false
201511249349300871,240795445,C,NORTHAMPTON COUNTY GENERAL PURPOSE AUTHORITY,233007498,663507BZ3,2007-02-01,53931267,REFUND 8/24/06 AND 1/19/00 BONDS,false,false,false
201511249349300871,240795445,D,NORTHAMPTON COUNTY GENERAL PURPOSE AUTHORITY,233007498,665307CJ8,2009-03-19,66165000,STEPS BUILDING & VARIOUS CAPITAL P,false,false,false
201521219349300137,341018992,IRS990ScheduleK1,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BZR4,2012-11-28,33470557,REFUND 2004A AND EQUIPMENT LEASE,false,false,false
201521219349300137,341018992,IRS990ScheduleK1,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BUL1,2008-05-21,181277464,REFUND 2004B,false,false,false
201521219349300137,341018992,IRS990ScheduleK1,C,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BTA8,2006-12-21,91083060,"REFUND 1997 A&B, 2002B AND 2004A",false,false,false
201521219349300137,341018992,IRS990ScheduleK1,D,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756DCD6,2013-12-03,47484887,REFUND 2004A,false,false,false
201521219349300202,310536715,IRS990ScheduleK1,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756AUF7,2004-12-02,16744216,2004 REVENUE BONDS - REFUNDING,false,false,false
201521219349300202,310536715,IRS990ScheduleK1,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756AYG1,2006-08-04,12154493,2006 REVENUE BONDS - REFUNDING,false,false,false
201521219349300202,310536715,IRS990ScheduleK1,C,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756AXP2,2006-08-04,92808635,2006 REVENUE BONDS - CONSTRUCTION,false,false,false
201521219349300202,310536715,IRS990ScheduleK1,D,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756AYD8,2006-08-04,22824354,2006 REVENUE BONDS - REFUNDING,false,false,false
201511279349301881,141338580,A,Schenectady County Cap Re,273478847,806418AT6,2012-04-26,24263434,Refinance Portion Series 2001,true,false,false
201511279349301881,141338580,B,County of Schenectady IDA,141699509,2005-12-22,6150000,Renovate college's fitness ct,false,false,false
201511279349301881,141338580,C,City of Schenectady IDA,144699509,806153BF3,2006-11-22,33356354,Refinance Series 1999 IDA Bond,true,false,false
201511279349301881,141338580,D,Schenectady County Cap Re,273478847,2010-12-23,15310000,Fund Facilities Renewal Plan,false,false,false
201521219349300802,340714600,A,OHIO HIGHER EDUCATIONAL FACILITY CO,THE CLEVELAND INSTITUTE OF MUSIC,340714600,67756BPD6,2010-12-29,19320000,REFINANCE '05 BONDS FOR CONSTRUCTION PROJECT,false,false,false
201501269349300445,221500645,IRS990ScheduleK,A,NJEFA - Seton Hall Issues 2008 D & E,221829511,646065wz1,2008-12-11,73939881,(see Part VI),false,false,false
201501269349300445,221500645,IRS990ScheduleK,B,NJEFA - Seton Hall - Issue 2011 A,221829511,646065u83,2011-06-10,37578532,(see Part VI),false,false,false
201501269349300445,221500645,IRS990ScheduleK,C,NJEFA - Seton Hall - CIF 2004A2006A& 2014D,221829511,64605lnm6,2004-04-14,7805700,(see Part VI),false,false,true
201501269349300445,221500645,IRS990ScheduleK,D,NJEFA-SETON HALL-CIF 2014B,221829511,646066DG2,2014-04-29,19369367,(See Part VI),false,false,true
201541219349301424,250964126,A,UPPER YODER TOWNSHIP AUTHORITY,256010921,2005-11-21,6220000,ADDITIONS TO TWO DORMITORIES AND OTHER COSTS,0,0,0
201541219349301424,250964126,B,LATROBE INDUSTRIAL DEVELOPMENT AUTHORITY,251763674,2011-12-20,13026000,REFUNDING,0,0,0
201541219349301424,250964126,C,LATROBE INDUSTIAL DEVELOPMENT AUTHORITY,251763674,518331BR3,2013-04-01,11529540,REFUNDING/CAPITAL PROJECTS,0,0,0
201501189349301200,042104329,A,Mass Development Finance Agency Revenue Bonds,2012,042104329,2012-11-08,10315000,Private placement refinancing of outstanding debt,0,0,0
201501189349301200,042104329,B,Mass HEFA Revenue Bonds 2010,042104329,2010-01-20,50000000,"Construction projects, redemption of bonds",0,0,0
201541249349301114,630288870,A,Bonds(Rice Capital Access Program LLC),NOCISIPNO,2009-09-01,12000000,Funding for the College,false,false,false
201541249349301364,061519057,A,Massachusetts Development Finance Agency,043431814,57583RZG3,2008-09-04,84000000,Refunding of Series A-1 & A-2,0,0,0
201541249349301364,061519057,B,Massachusetts Development Finance Agency,043431814,2013-05-09,38255000,Refunding partial of Series C2 & C3,0,0,0
201541249349301364,061519057,C,Massachusetts Development Finance Agency,043431814,57583uvpo,2013-05-09,66553326,Refunding of Series B,0,0,0
201541249349300544,042103544,RetDoc1053100001,A,MA DEVELOPMENT FINANCE AGENCY (2005A),043431814,57583RCV5,2005-08-31,22996717,"NEW BUILDING,MISC. PROJECT, REFINANCE DEBT.",0,0,0
201541249349300544,042103544,RetDoc1053100001,B,MA DEVELOPMENT FINANCE AGENCY (2007A),043431814,57583RSC0,2007-10-04,21336830,REFINANCE DEBT (1997A) FOR THE CONSTRUCTION OF SORENSON & THE CHAPEL.,0,0,0
201541249349300544,042103544,RetDoc1053100001,C,MA DEVELOPMENT FINANCE AGENCY (2008A),043431814,57583RUW3,2008-04-17,36475000,REFINANCE DEBT (2002A) FOR THE NEW ASTROTURF ATHLETIC FIELD AND ETC.,0,0,0
201541249349300544,042103544,RetDoc1053100001,D,MA DEVELOPMENT FINANCE AGENCY (2011A),043431814,57583UGH5,2011-07-07,14518050,REFINANCE DEBT (1998A) BLANK CENTER.,0,0,0
201531269349300943,020222120,A,New Hampshire Health and Education Facilities Authority,020279866,2012-06-13,27000000,Refinancing of Previous Bonds & Capital Improvements,0,0,0
201531279349300403,060646829,A,CHEFA - EASYLOAN,060806186,2011-08-01,5000000,Equipment Financing,false,false,false
201531279349300403,060646829,B,CHEFA -SERIES C BOND,060806186,2013-11-01,10800000,"Land purchase, refunding",false,false,false
201531279349300403,060646829,C,CHEFA SERIES D BOND,060806186,2013-11-01,10800000,"BLdg. construction, land purchase,",false,false,false
201531219349301303,050277222,R000010,A,RIHEBC 2006B,521300173,762197AY7,2006-10-12,17200000,Construction,0,0,0
201531219349301303,050277222,R000010,B,RIHEBC 2008A,521300173,762197CK5,2008-07-03,22935000,Retire 2006A Bonds,0,0,0
201531219349301303,050277222,R000010,C,RIHEBC 2008B,521300173,762197CM1,2008-08-28,38000000,Construction,0,0,0
201531219349301303,050277222,R000010,D,RIHEBC 2011A,521300173,2011-06-02,26410000,Refund 1998 Bonds,0,0,0
201511149349300311,410693968,A,CITY OF ST BONIFACIUS MINNESOTA,411253357,2006-12-27,7465200,RENOVATIONS & REFUNDING,0,0,0
201511149349300311,410693968,B,CITY OF ST BONIFACIUS MINNESOTA,411253357,2011-12-23,8499865,CONSTRUCTION OF FACILITIES,0,0,0
201511599349300636,540505977,A,INDUSTRIAL DEVELOPMENT AUTHORITY OF ROCKBRIDGE,541284598,999999999,2003-03-31,3950000,REDUCE OUTSTANDING DEBT,false,false,false
201511599349300636,540505977,B,INDUSTRIAL DEVELOPMENT AUTHORITY OF THE CITY OF,546001392,52976TAF4,2010-09-24,1500000,VARIOUS CAPITAL IMPROVEMENTS,false,false,false
201511599349300636,540505977,C,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,927781NC2,2006-08-10,20446543,ENERGY AND CAPITAL PROJECTS,false,false,false
201511599349300636,540505977,D,INDUSTRIAL DEVELOPMENT AUTHORITY OF THE CITY OF,546001392,52976TAH0,2013-07-10,34960000,RENOVATE RESIDENCE HALLS & OTHER C,false,false,false
201521629349300312,951644037,A,CEFA SERIES 2005 A&B,521705592,1301757M8,2005-08-03,115673727,"REFUND 1996, 1999, 2000, AND 2002",0,0,0
201521629349300312,951644037,B,CALIFORNIA INFRASTRUCTURE BANK SERIES 2010,630304653,13033W4L4,2010-04-28,16347846,REFUND 1999 SERIES A,0,0,0
201521629349300312,951644037,C,CEFA SERIES 2012,521705592,2012-06-05,58548544,"REFUND 2003A, CONSTRUCTION, EQUIPMENT, AND FACILITIES",0,0,0
201541549349300644,942202421,A,CITY OF SEASIDE,946022439,2008-02-01,2500000,FINANCE OF CONSTRUCTION PROJECT,false,true
201541269349301024,741109641,R000009,A,San Leanna Education Facilities Corp,201275212,000000000,2004-06-04,10000000,Construction and equipment and new dormitory facility and certain utility efficiency upgrades,0,0,0
201541269349301024,741109641,R000009,B,San Leanna Education Facilities Corp,201275212,000000000,2005-01-11,2917000,Construction and equipment for new dormitory facility,0,0,0
201541269349301024,741109641,R000009,C,San Leanna Education Facilities Corp,201275212,000000000,2006-08-01,6963000,Construction and equipment for new dormitory facility,0,0,0
201541269349301024,741109641,R000009,D,San Leanna Education Facilities Corp,201275212,79846PAX4,2007-06-21,75608063,"See Schedule K, Part V",0,0,0
201501199349301020,221494428,A,NJ EDUCATIONAL FACILITIES AUTHORITY,221829511,2013-05-13,32267000,"CONSTRUCTION OF NEW DORMITORY, REFUNDING PRIOR ISSUE",false,false,false
201511189349300146,361521940,A,VILLAGE OF LOMBARD,366005975,541593AQ2,2006-06-01,9300000,SEE PART V,0,0,0
201531259349301468,250965557,RetDoc1053100001,A,LATROBE INDUSTRIAL DEVELOPMENT AUTHORITY,251763674,2004-04-05,8500000,"TO FINANCE NEW DORMITORY, ATHLETIC FIELDS AND PARKING LOT",0,0,0
201531259349301468,250965557,RetDoc1053100001,B,LATROBE INDUSTRIAL DEVELOPMENT AUTHORITY,251763674,2005-06-28,8700000,"NEW RESIDENCE HALL, & FIELD HOUSE PARKING LOT RESURFACE, BLDG RENOVATIONS",0,0,0
201531259349301468,250965557,RetDoc1053100001,C,LATROBE INDUSTRIAL DEVELOPMENT AUTHORITY,251763674,2006-12-19,8000000,TO FINANCE PERFORMING ARTS CENTER,0,0,0
201531259349301468,250965557,RetDoc1053100001,D,WESTMORELAND INDUSTRIAL DEVELOPMENT AUTHORITY,251433993,2009-02-06,1200000,TO FINANCE PERFORMING ARTS CENTER,0,0,0
201531699349300633,571102885,A,SC JOBS - ECONOMIC DVELOPMENT AUTHO,570960018,2011-12-01,17315000,REFUND A PRIOR ISSUE,false,false,false
201531639349300228,362167854,A,ILLINOIS FINANCE AUTHORITY,861091967,45200FCN7,2007-12-14,45607613,SEE PART V,false,false,false
201531639349300228,362167854,B,ILLINOIS FINANCE AUTHORITY,861091967,45200FF46,2009-12-09,180442121,SEE PART V,false,false,false
201501699349300320,135604699,A,dormitory authority of the state of new york,146000293,6499037Q8,2009-01-28,30500000,finance new dormitory,false,false,false
201501699349300320,135604699,B,build nyc resource corporation,454040561,12008EAU0,2012-09-25,13940443,finance building renovations,false,false,false
201501499349300245,720408946,A,Louisiana Public Facilities Authority,720895871,546398MY1,2006-07-27,44100000,Construction,0,0,0
201501499349300245,720408946,B,Louisiana Public Facilities Authority,720895871,546398F37,2010-03-24,35000000,Construction,0,0,0
201501499349300245,720408946,C,Louisiana Public Facilitties Authority,720895871,546398P44,2011-10-19,125000000,Construction,0,0,0
201541279349301094,430653611,990K:1,A,Health & Educational Facilities Authority,431178966,606901N93,2003-02-05,25135000,See Part VI - Bond A,false,false,false
201541279349301094,430653611,990K:1,B,Health & Educational Facilities Authority,431178966,60635HXV6,2004-11-23,100000000,See Part VI - Bond B,false,false,false
201541279349301094,430653611,990K:1,C,Health & Educational Facilities Authority,431178966,606901P91,2005-04-05,21386605,See Part VI - Bond C,false,false,false
201541279349301094,430653611,990K:1,D,Health & Educational Facilities Authority,431178966,6069012U9,2007-01-04,239525742,See Part VI - Bond D,false,false,false
201501319349302570,041081650,A,MA DEVELOPMENT FINANCE AGENCY,043431814,2013-12-10,71143000,REFINANCING/CAPITAL PROJECTS,false,false,false
201501319349302570,041081650,B,MA DEVELOPMENT FINANCE AGENCY,043431814,2013-12-10,37157000,REFINANCING,false,false,false
201501319349302570,041081650,C,MA DEVELOPMENT FINANCE AGENCY,043431814,57583R2N4,2010-09-16,41816878,REFUNDING,false,false,false
201501319349301040,231352632,A,Revenue Bonds Series A of 2009,550801341,2009-08-02,4000000,ENERGY PROJECTS,false,false,false
201501319349301040,231352632,B,Series 2006 FF2 Revenue Bonds,232243852,70917RGT6,2006-06-29,24724218,REFINANCE (12/19/2001 BOND),false,false,false
201501319349301040,231352632,C,Revenue Bonds Series B of 2009,550801341,2009-08-03,14555000,REFINANCE (2006 BOND),false,false,false
201501329349301100,050258810,A,Rhode Island Health and Educational Bldng Corp,521300173,762197CE9,2008-04-24,50420000,Refunding 12/8/05 Bonds & 6/21/07,false,false,false
201501329349301100,050258810,B,Rhode Island Health and Educational Bldng Corp,521300173,762197HQ7,2011-11-29,24160304,Refunding 1/24/01 Bonds,false,false,false
201501329349301100,050258810,C,Rhode Island Health and Educational Bldng Corp,521300173,2013-02-19,7825000,Refunding 5/15/02 Bonds,false,false,false
201501329349301100,050258810,D,Rhode Island Health and Educational Bldng Corp,521300173,762197RA1,2014-06-04,49462785,Construct/equip various facilities,false,false,false
201501209349300420,420680344,A,CITY OF PELLA,426005115,2005-06-29,2100000,SEE PART VI,false,false,false
201501209349300420,420680344,B,IOWA FINANCE AUTHORITY,521699886,46246ABC7,2008-09-04,23480000,CONST OF STUDENT RES. HALL,false,false,false
201501209349300420,420680344,C,IOWA HIGHER EDUCATION ATH,421235696,462460W69,2012-06-14,35935048,REFUND PRIOR ISSUE 5-22-01,false,false,false
201501209349300420,420680344,D,IOWA HIGHER EDUCATION ATH,421235696,462460W77,2012-06-14,14803707,SEE PART VI,false,false,false
201521769349300802,111630741,A,TOWN OF HEMPSTEAD INDUSTRIAL DEVELOPMENT AGENCY,116001929,424674CX5,2005-10-27,42436465,CONSTRUCTION-SPORTS/ARTS CENTERS,false,false,false
201521769349300802,111630741,B,TOWN OF HEMPSTEAD LOCAL DEVELOPMENT CORPORATION,112798949,424682AW2,2009-09-30,31807584,CONSTRUCT DORMITORY/ADV REFUNDING,false,false,false
201521769349300802,111630741,C,TOWN OF HEMPSTEAD LOCAL DEVELOPMENT CORPORATION,112798949,424682CF7,2011-06-15,25318662,CONSTRUCT DORMITORY/ADV.REFUNDING,false,false,false
201521769349300802,111630741,D,TOWN OF HEMPSTEAD LOCAL DEVELOPMENT CORPORATION,112798949,424682EY4,2013-11-14,46003624,CONSTRUCTION-NEXUS AND WELCOME CTR,false,false,false
201511539349300616,370662594,A,ILLINOIS EDUCATIONAL FACILITIES AUT,370662594,045200BXR,2006-02-01,14260000,REFINANCE SERIES 97 BONDS PURCH SPRINKLER SYSTEMS,false,false,false
201511539349300616,370662594,B,ILLINOIS EDUCATIONAL FACILITIES AUT,370662594,045200BR7,2006-12-01,31930000,REFINANCE SERIES 2001 BONDS PURCHASE SPRINKLER SYSTEMS,false,false,false
201511539349300616,370662594,C,ILLINOIS FACILITIES AUTHORITY,370662594,45200FLF4,2008-06-24,30410000,REFINANCE SERIES 2003 BONDS,false,false,false
201511539349300616,370662594,D,ILLINOIS FINANCEAUTHORITYSERIES2012,370662594,45203HHPO,2012-05-30,12900000,REFINANCE SERIES 2001 BONDS,false,false,false
201501349349306780,570341191,A,educational Facilities Authority for PHL,900098898,281901be7,2005-11-23,8015000,REFUND PRIOR TAX EXEMPT BOND,false,false,false
201501349349306810,250983069,A,PUBLIC FINANCE AUTHORITY,273866124,2013-05-31,4140000,TO REFUND 1999 BONDS,false,false,false
201501349349302790,010212542,A,MAINE HEALTH & HIGHER ED FACILITIES AUTH - 2007,010314384,560425L40,2007-07-18,97716087,BOND REFINANCE 1996B AND 2000C,0,0,1
201501349349302790,010212542,B,MAINE HEALTH & HIGHER ED FACILITIES AUTH - 2010,010314384,560427JA5,2010-06-24,113477369,BOND REFINANCE 1998B,0,0,1
201501349349302790,010212542,C,MAINE HEALTH & HIGHER ED FACILITIES AUTH - 2013,010315384,560427WV4,2013-05-23,70834003,BOND REFINANCE 2003A AND 2003B,0,0,1
201501349349304480,221529785,A,NJEFA,221829511,646065SM5,2008-05-29,24090000,BUILDING CONSTRUCTION AND RENOVATI,false,false,false
201511319349302421,042225850,A,MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,043431814,NONEAVAIL,2012-08-08,14000000,"BUILDING RENOVATIONS, PAY OFF PREVIOUS 2010 SERIES BOND AND OTHER DEBT.",0,0,0
201501349349307125,231352665,A,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917SBL6,2012-10-18,34853500,"CONSTRUCTION/EQUIPMENT/FURNISHINGS - LIFE & SCIENCE BUILDING, BOND REFINANCE",0,0,0
201501349349307125,231352665,B,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917PDXO,2004-08-25,5314995,CONSTRUCTION/EQUIPMENT/FURNISHINGS FOR 100-BED DORMITORY & IMPROVEMENTS,0,0,0
201501349349304270,010378758,A,MHHEFA SERIES 2006F,010314384,560425G20,2006-09-07,2285000,PURCHASE & RENOVATION OF RESIDENCE HALL,0,0,1
