object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201901359349304795,060646973,Chicago LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,Investment,CA,Fifth Century LP,Excluded,17291,14153520,false,false,0.988
201901359349304795,060646973,Volta IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,270914710,Investment,DE,Fourth Century LLC,Excluded,4780131,13283727,true,-285919,false,0.7984
201901359349304795,060646973,Barton LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,352497887,Investment,DE,Fourth Century LLC,Excluded,-178576,13276770,false,false,0.7984
201901359349304795,060646973,Calvert VI LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261603346,Investment,NV,Fifth Century LP,Excluded,1144851,12572594,true,271490,false,0.7984
201901359349304795,060646973,Cauthen IX LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465376519,Investment,DE,Fourth Century LLC,Excluded,1694843,12550109,true,46351,false,0.7984
201901359349304795,060646973,Dent VI LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262867610,Investment,NV,Fifth Century LP,Excluded,-1835260,12487085,true,-3328,false,0.7984
201901359349304795,060646973,Wynnwood II LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205548320,Investment,NV,Fifth Century LP,Excluded,2649554,12355417,true,-175632,false,0.7984
201901359349304795,060646973,Chandler LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,320438514,Investment,DE,Fourth Century LLC,Excluded,105416,11801581,true,-112044,false,0.7984
201901359349304795,060646973,Veitch LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,450999084,Investment,DE,Fourth Century LLC,Excluded,7516499,11796138,true,4071030,false,0.7984
201901359349304795,060646973,Whitehaven X LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,275205346,Investment,DE,Fourth Century LLC,Excluded,140502,11543483,false,false,0.7984
201901359349304795,060646973,Freshet Wind Energy LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,331200160,Investment,DE,FWEB LLC,Excluded,567685,11243892,false,false,0.7984
201901359349304795,060646973,Corbin LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,201263962,Investment,DE,Fourth Century LLC,Excluded,646092,11221272,true,-34447,false,0.7984
201901359349304795,060646973,Calvert LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203960036,Investment,NV,Fifth Century LP,Excluded,-2517870,11178696,true,-1208292,false,0.7984
201901359349304795,060646973,FIF IV (CFA) Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204764198,Investment,NV,Fifth Century LP,Excluded,-7936277,11154397,true,-154727,false,0.996
201901359349304795,060646973,Kenwood 2014-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465722301,Investment,DE,Fourth Century LLC,Excluded,2212,11075661,false,false,0.7984
201901359349304795,060646973,Sangamore III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,260753284,Investment,DE,Fourth Century LLC,Excluded,6672791,10920770,false,false,0.7984
201901359349304795,060646973,HUIDIKOPER LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,264196504,Investment,NV,Fifth Century LP,Excluded,2375225,10667478,false,false,0.7984
201901359349304795,060646973,LCPF V Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202776532,Investment,NV,Fifth Century LP,Excluded,10454216,9744138,false,false,0.996
201901359349304795,060646973,Harbor Hills Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,020729602,Investment,DE,Yale University,Unrelated,-125762,9650886,true,-127168,false,1.00
201901359349304795,060646973,Scott LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,273616316,Investment,DE,Fourth Century LLC,Excluded,3982873,9316443,true,-106422,false,0.7984
201901359349304795,060646973,Whitehaven LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,263915778,Investment,DE,Fourth Century LLC,Excluded,494260,9189352,false,false,0.7984
201901359349304795,060646973,Fessenden LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262270383,Investment,NV,Fifth Century LP,Excluded,4178848,9070354,false,false,0.7984
201901359349304795,060646973,KHP Fund I LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,651232049,Investment,CA,Fourth Century LLC,Excluded,516398,8837886,true,47881,false,0.508
201901359349304795,060646973,Gloster III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208833953,Investment,DE,Fourth Century LLC,Excluded,550697,8783358,false,false,0.7984
201901359349304795,060646973,PEPF IV Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260290250,Investment,NV,Fifth Century LP,Excluded,37629,8782058,false,false,0.996
201901359349304795,060646973,Ode IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,611724296,Investment,DE,Fourth Century LLC,Excluded,0,8472889,false,false,0.7984
201901359349304795,060646973,ANACONDA LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,980596408,Investment,CA,Fifth Century LP,Excluded,-878117,8470760,false,false,0.988
201901359349304795,060646973,Garfield LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204592367,Investment,NV,Fifth Century LP,Excluded,-2384494,8461593,false,false,0.7984
201901359349304795,060646973,Quinn LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,263879664,Investment,NV,Fifth Century LP,Excluded,-214008,8306392,false,false,0.7984
201901359349304795,060646973,ECP II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260151337,Investment,NV,Fifth Century LP,Excluded,20354861,7963592,false,false,0.996
201901359349304795,060646973,KCF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208861865,Investment,NV,Fifth Century LP,Excluded,3361699,7956392,false,false,0.996
201901359349304795,060646973,Barton-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,611732894,Investment,DE,Fourth Century LLC,Excluded,462054,6651322,false,false,0.7984
201901359349304795,060646973,Dent LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204202230,Investment,NV,Fifth Century LP,Excluded,5630,6129953,false,false,0.7984
201901359349304795,060646973,FRC II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261670120,Investment,NV,Fifth Century LP,Excluded,2617071,5442148,false,false,0.996
201901359349304795,060646973,Macomb VIII LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205681131,Investment,NV,Fifth Century LP,Unrelated,-1270170,5400000,true,-1284647,false,0.7984
201901359349304795,060646973,AVON LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204056103,Investment,NV,Fifth Century LP,Unrelated,-95407,5210616,true,-98025,false,0.7984
201901359349304795,060646973,OM Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205073267,Investment,NV,Fifth Century LP,Excluded,19418977,4988153,false,false,0.996
201901359349304795,060646973,BE III Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205495967,Investment,NV,Fifth Century LP,Excluded,-2504001,4342050,false,false,0.996
201901359349304795,060646973,Tilden II LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,274210952,Investment,DE,Fourth Century LLC,Excluded,11564049,4071289,false,false,0.7984
201901359349304795,060646973,Strategic Residential Fund I LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,043398268,Investment,DE,Yale University,Excluded,0,3908650,false,false,0.925
201901359349304795,060646973,BCAF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208453177,Investment,NV,Fifth Century LP,Excluded,19524280,3833525,false,false,0.996
201901359349304795,060646973,Wynnwood LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201363230,Investment,NV,Fifth Century LP,Excluded,2762796,3770603,true,30514,false,0.7984
201901359349304795,060646973,Lorton-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,454239136,Investment,DE,Fourth Century LLC,Excluded,316865,3734960,false,false,0.7984
201901359349304795,060646973,MEP IV Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260646713,Investment,NV,Fifth Century LP,Excluded,329321,3712015,false,false,0.996
201901359349304795,060646973,GEF II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260348232,Investment,NV,Fifth Century LP,Excluded,241012,3619172,false,false,0.996
201901359349304795,060646973,Volta LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203738749,Investment,NV,Fifth Century LP,Excluded,-2463851,3601342,false,false,0.7984
201901359349304795,060646973,Alamance VI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208558864,Investment,DE,Fourth Century LLC,Excluded,0,3547557,false,false,0.7984
201901359349304795,060646973,Ramsgate IX LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208833887,Investment,DE,Fourth Century LLC,Excluded,187237,3185007,false,false,0.7984
201901359349304795,060646973,Wilson LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202232279,Investment,NV,Fifth Century LP,Excluded,-1119703,3131704,false,false,0.7984
201901359349304795,060646973,ALAMANCE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202575524,Investment,DE,Fourth Century LLC,Excluded,3,2926359,false,false,0.7984
201901359349304795,060646973,Macomb IX LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205025458,Investment,NV,Fifth Century LP,Excluded,-122973,2804902,false,false,0.7984
201901359349304795,060646973,Hawthorne III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,260854590,Investment,DE,Fourth Century LLC,Excluded,0,2574406,false,false,0.7984
201901359349304795,060646973,Yadkin LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202707395,Investment,DE,Fourth Century LLC,Excluded,320315,2513913,true,3203,false,0.7984
201901359349304795,060646973,Kilimanjaro Fund LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,981288980,Investment,CJ,Yale University,Excluded,517,2462309,true,false,0.7979
201901359349304795,060646973,Klingle LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204592461,Investment,NV,Fifth Century LP,Excluded,-355608,2402461,false,false,0.7984
201901359349304795,060646973,GHEP III Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203853985,Investment,NV,Fifth Century LP,Excluded,-20966,2246574,false,false,0.996
201901359349304795,060646973,BOF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205923569,Investment,NV,Fifth Century LP,Excluded,2845522,2103992,false,false,0.996
201901359349304795,060646973,Goldsboro LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201996058,Investment,NV,Fifth Century LP,Excluded,-269918,2031340,true,26144,false,0.7984
201901359349304795,060646973,ODE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,371567347,Investment,DE,Fourth Century LLC,Excluded,0,2024025,false,false,0.7984
201901359349304795,060646973,Edmunds LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204257832,Investment,NV,Fifth Century LP,Excluded,1102920,2008132,true,67925,false,0.7984
201901359349304795,060646973,Yuma LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261584783,Investment,NV,Fifth Century LP,Excluded,7830,1829110,false,false,0.7984
201901359349304795,060646973,Alamance A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,203484520,Investment,DE,Fourth Century LLC,Excluded,2,1800843,false,false,0.7984
201901359349304795,060646973,SF-New Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,920179258,Investment,DE,Fourth Century LLC,Excluded,128160,1729835,false,false,0.9789
201901359349304795,060646973,Dent A LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208725065,Investment,NV,Fifth Century LP,Excluded,1464,1593802,false,false,0.7984
201901359349304795,060646973,Manaslu Fund LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,980615593,Investment,CJ,MP-MF Holdings LP,Excluded,22402117,1592710,false,false,0.9535
201901359349304795,060646973,Ogden LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201212114,Investment,NV,Fifth Century LP,Excluded,-128237,1392611,false,false,0.7984
201901359349304795,060646973,MP-MF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262099979,Investment,NV,Fifth Century LP,Excluded,22402118,1389392,false,false,0.996
201901359349304795,060646973,Ordway LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205189347,Investment,NV,Fifth Century LP,Excluded,6694482,1306600,true,2562537,false,0.7984
201901359349304795,060646973,Westpath LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202297672,Investment,DE,Fourth Century LLC,Excluded,1279634,1269042,true,124463,false,0.7984
201901359349304795,060646973,YEI Innovation Fund LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,364773553,Investment,CT,Yale University,Excluded,-18954,1242927,true,false,0.5229
201901359349304795,060646973,Yadkin III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,262477930,Investment,DE,Fourth Century LLC,Excluded,270434,1197180,true,1897,false,0.7984
201901359349304795,060646973,Ramsgate IX A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,261797786,Investment,DE,Fourth Century LLC,Excluded,68086,1158185,false,false,0.7984
201901359349304795,060646973,Cauthen LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202776143,Investment,DE,Fourth Century LLC,Excluded,274300,1088722,true,14101,false,0.7984
201901359349304795,060646973,Roseland Property Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,223283867,Investment,NJ,Yale University,Unrelated,-1,895373,false,-1,false,0.60
201901359349304795,060646973,ARC Energy Fund 9 US LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,981441560,Investment,CA,Yale University,Excluded,1944,628278,true,false,0.5115
201901359349304795,060646973,Newington LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,200763113,Investment,NV,Fifth Century LP,Excluded,507193,441972,false,false,0.7984
201901359349304795,060646973,100 Howe Street Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,061386762,Investment,CT,Yale University,Excluded,209370,400849,true,false,0.9708
201901359349304795,060646973,Luxiver Nawab LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,453117734,Investment,DE,Yale University,Excluded,0,350179,false,false,1.00
201901359349304795,060646973,4620 Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,134036667,Investment,DE,Yale University,Excluded,117302,303328,false,false,0.8399
201901359349304795,060646973,IVP V Co-Investment Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202707519,Investment,NV,Fifth Century LP,Excluded,669110,278072,false,false,0.996
201901359349304795,060646973,Welborn LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201212127,Investment,NV,Fifth Century LP,Excluded,-13007,193678,false,false,0.7984
201901359349304795,060646973,94 Howe Street Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,061428914,Investment,CT,Yale University,Excluded,38466,141044,true,false,0.9193
201901359349304795,060646973,Tilden LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208558781,Investment,DE,Fourth Century LLC,Excluded,1300731,105085,false,false,0.7984
201901359349304795,060646973,Ramsgate LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,200419757,Investment,DE,Fourth Century LLC,Excluded,4972256,93757,false,false,0.7984
201901359349304795,060646973,Starfar I Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,943205101,Investment,DE,Yale University,Unrelated,-9895,49905,false,-9895,false,0.6083
201901359349304795,060646973,Corbin VI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,270773197,Investment,DE,Fourth Century LLC,Excluded,-4993,17297,false,false,0.7984
201901359349304795,060646973,CRANBROOK LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,203115503,Investment,DE,Fourth Century LLC,Excluded,-2648762,16699,false,false,0.7984
201901359349304795,060646973,Dumbarton LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203919432,Investment,NV,Fifth Century LP,Excluded,-2126538,0,false,false,0.7984
201901359349304795,060646973,Ridgefield LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202022850,Investment,NV,Fifth Century LP,Excluded,9335482,0,false,false,0.7984
201901359349304795,060646973,SANGAMORE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,200357077,Investment,DE,Fourth Century LLC,Excluded,-54867,0,false,false,0.7984
201901359349304795,060646973,Harbor Hills Utilities LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,161453800,Investment,DE,Harbor Hills Holdings LP,Unrelated,14343,0,false,14343,false,0.99
201901359349304795,060646973,IVA II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202652041,Investment,NV,Fifth Century LP,Excluded,-2819931,-840507,false,false,0.996
201901359349304795,060646973,Sangamore II LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202672293,Investment,DE,Fourth Century LLC,Excluded,309174,-7609434,true,-13170,false,0.7984
201901359349304795,060646973,Harbor Hills Country Club LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,161453797,Investment,DE,Harbor Hills Holdings LP,Unrelated,-477508,-7878709,false,-477508,false,0.99
201901359349304795,060646973,Greenfield Land Parallel Partners I LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204411467,Investment,DE,Fourth Century LLC,Unrelated,367415,-26353084,true,270327,false,0.988
201931339349304198,223431049,ADVENT REHABILITATION LLC,607 DEWEY AVENUE SUITE 300,GRAND RAPIDS,MI,49504,383306673,REHABILITATION THERAPY SERVICES,MI,N/A
201931339349304198,223431049,BIG RUN MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311608125,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201931339349304198,223431049,CATHERINE HORAN BUILDING ASSOCIATES LP,1221 MAIN STREET SUITE 105,HOLYOKE,MA,01040,042723429,PROPERTY MANAGEMENT,MA,N/A
201931339349304198,223431049,CENTENNIAL SURGUNIT LLC,502 CENTENNIAL BLVD SUITE 1,VOORHEES,NJ,08043,223580847,HEALTH CARE SERVICES,NJ,N/A
201931339349304198,223431049,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DRIVE,YPSILANTI,MI,48197,030447062,PROVIDE GASTROINTESTINAL SERVICES,MI,N/A
201931339349304198,223431049,CENTRAL NEW JERSEY HEART SERVICES LLC,45 SAPPHIRE DRIVE,PRINCETON,NJ,08550,208525458,CARDIAC PROGRAM,NJ,ST FRANCIS MEDICAL CENTER TRENTON NJ,RELATED,2835926,1463037,0,0,0.59760
201931339349304198,223431049,CLINTON IMAGING SERVICES LLC,615 VALLEY VIEW DR STE 202,MOLINE,IL,61265,412044739,MRI DIAGNOSTIC SERVICES,IA,N/A
201931339349304198,223431049,DIAGNOSTIC IMAGING OF SOUTHBURY LLC,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,061487582,IMAGING CENTER,CT,N/A
201931339349304198,223431049,FOREST PARK IMAGING LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134365966,X-RAY AND MAMMOGRAPHY SERVICES,IA,N/A
201931339349304198,223431049,FRANCES WARDE MEDICAL LABORATORY,300 WEST TEXTILE ROAD,ANN ARBOR,MI,48104,382648446,LABORATORY,MI,N/A
201931339349304198,223431049,GATEWAY HEALTH PLAN LP,444 LIBERTY AVE SUITE 2100,PITTSBURGH,PA,15222,251691945,MEDICAID & MEDICARE/SPECIAL NEEDS MANAGED CARE ORGANIZATION,PA,N/A
