object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201833139349301123,541547408,SENTARA LIFE CARE CORP,B,6969823,CORP BOOKS/REC
201833139349301123,541547408,SENTARA LIFE CARE CORP,L,4860279,CORP BOOKS/REC
201833139349301123,541547408,SENTARA LIFE CARE CORP,M,2897393,CORP BOOKS/REC
201833139349301123,541547408,SENTARA LIFE CARE CORP,N,1757865,CORP BOOKS/REC
201833139349301123,541547408,SENTARA LIFE CARE CORP,O,1655375,CORP BOOKS/REC
201833139349301123,541547408,SENTARA HEALTH PLANS INC,L,69370238,CORP BOOKS/REC
201833139349301123,541547408,SENTARA HEALTH PLANS INC,Q,2148366,CORP BOOKS/REC
201833139349301123,541547408,OPTIMA HEALTH INSURANCE COMPANY,L,21645552,CORP BOOKS/REC
201833139349301123,541547408,OPTIMA HEALTH PLAN,L,95962274,CORP BOOKS/REC
201833139349301123,541547408,PRINCESS ANNE AMBULATORY SURGERY MGT LLC,Q,1225301,CORP BOOKS/REC
201833139349301123,541547408,OBICI REAL ESTATE HOLDINGS LLC,A,53550,CORP BOOKS/REC
201833139349301123,541547408,SENTARA OBICI AMBULATORY SURGERY LLC,Q,351455,CORP BOOKS/REC
201833139349301123,541547408,MARTHA JEFFERSON HOSPITAL,C,154777054,CORP BOOKS/REC
201833139349301123,541547408,MARTHA JEFFERSON HOSPITAL,L,26435291,CORP BOOKS/REC
201833139349301123,541547408,MARTHA JEFFERSON HOSPITAL,N,9283637,CORP BOOKS/REC
201833139349301123,541547408,MARTHA JEFFERSON HOSPITAL,S,7583981,CORP BOOKS/REC
201833139349301123,541547408,MARTHA JEFFERSON HOSPITAL,R,73702,CORP BOOKS/REC
201833139349301123,541547408,SENTARA RMH MEDICAL CENTER,L,36191438,CORP BOOKS/REC
201833139349301123,541547408,SENTARA RMH MEDICAL CENTER,N,18667339,CORP BOOKS/REC
201833139349301123,541547408,SENTARA RMH MEDICAL CENTER,B,5561133,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL HOSPITAL,C,3690636,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL HOSPITAL,L,5781051,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL HOSPITAL,N,2648674,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL HOSPITAL,M,101775,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL HOSPITAL,S,8357591,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL LONG TERM CARE,B,973219,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL LONG TERM CARE,L,932706,CORP BOOKS/REC
201833139349301123,541547408,VALLEY WELLNESS CENTER,B,343861,CORP BOOKS/REC
201833139349301123,541547408,VALLEY WELLNESS CENTER,L,204243,CORP BOOKS/REC
201833139349301123,541547408,ALBEMARLE PHYSICIAN SERVICES,R,60114,CORP BOOKS/REC
201833139349301123,541547408,ALBEMARLE PHYSICIAN SERVICES,S,52481,CORP BOOKS/REC
201833139349301123,541547408,ALBEMARLE PHYSICIAN SERVICES,L,1438744,CORP BOOKS/REC
201833139349301123,541547408,CLARKSVILLE SENIOR CARE,B,813659,CORP BOOKS/REC
201833139349301123,541547408,CLARKSVILLE SENIOR CARE,L,753455,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL PROPERTIES,B,55903,CORP BOOKS/REC
201833139349301123,541547408,HALIFAX REGIONAL PROPERTIES,L,82702,CORP BOOKS/REC
201833139349301123,541547408,POTOMAC VENTURES,L,56839,CORP BOOKS/REC
201833139349301123,541547408,SENTARA SOUTHSIDE HEALTH SERVICES,L,111052,CORP BOOKS/REC
201833139349301123,541547408,DOMINION HEALTH MEDICAL ASSOCIATES,L,1406598,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,R,926839,CORP BOOKS/REC
201833139349301123,541547408,PRINCESS ANNE AMBULATORY SURGERY MGT LLC,S,1442682,CORP BOOKS/REC
201833139349301123,541547408,OBICI REAL ESTATE HOLDINGS LLC,S,203078,CORP BOOKS/REC
201833139349301123,541547408,SENTARA OBICI AMBULATORY SURGERY LLC,S,676800,CORP BOOKS/REC
201901309349304190,580566243,SPELMAN COLLEGE SPECIAL VENTURES FUND INC,c,8000000,COST
201901309349304190,580566243,SPELMAN COLLEGE SPECIAL VENTURES FUND INC,s,24351910,COST
201843189349304009,362169147,Advocate Health Care Network,C,100000000,COST
201843189349304009,362169147,Advocate North Side Health Network,Q,77992251,COST
201843189349304009,362169147,Advocate North Side Health Network,C,75000000,COST
201843189349304009,362169147,Advocate Condell Medical Center,C,75000000,COST
201843189349304009,362169147,Advocate North Side Health Network,L,67818727,COST
201843189349304009,362169147,Advocate Condell Medical Center,L,56137966,COST
201843189349304009,362169147,Advocate Condell Medical Center,Q,45431850,COST
201843189349304009,362169147,Advocate North Side Health Network,P,42936515,COST
201843189349304009,362169147,Advocate Insurance SPC,Q,24554659,COST
201843189349304009,362169147,Advocate Charitable Foundation,C,21108492,COST
201843189349304009,362169147,Advocate Insurance SPC,F,20000000,COST
201843189349304009,362169147,Advocate Condell Medical Center,P,19478787,COST
201843189349304009,362169147,Advocate North Side Health Network,R,13380136,COST
201843189349304009,362169147,EHS Home Health Care Service Inc,Q,10018024,COST
201843189349304009,362169147,Advocate North Side Health Network,S,5847664,COST
201843189349304009,362169147,Advocate Condell Medical Center,R,5463226,COST
201843189349304009,362169147,EHS Home Health Care Service Inc,L,1922440,COST
201843189349304009,362169147,Advocate Health Care Network,P,1171564,COST
201843189349304009,362169147,Advocate North Side Health Network,M,1091461,COST
201843189349304009,362169147,EHS Home Health Care Service Inc,P,958000,COST
201843189349304009,362169147,Advocate Condell Medical Center,S,888951,COST
201843189349304009,362169147,Advocate North Side Health Network,K,800197,COST
201843189349304009,362169147,Advocate Condell Medical Center,M,474346,COST
201843189349304009,362169147,Advocate Condell Medical Center,K,326238,COST
201843189349304009,362169147,Advocate Insurance SPC,P,257133,COST
201843189349304009,362169147,EHS Home Health Care Service Inc,M,238920,COST
201843189349304009,362169147,Advocate Condell Medical Center,A,184483,COST
201843189349304009,362169147,EHS Home Health Care Service Inc,A,14840,COST
201843189349304009,362169147,Advocate North Side Health Network,A,13611,COST
201911359349307716,741277664,UST REALTY COMPANY,C,2500000,FMV
201813199349317311,364195126,PRESENCE HEALTH FOUNDATION BOARD OF TRUSTEES,C,3041073,CASH
201813199349317311,364195126,PRESENCE CARE TRANSFORMATION CORPORATION,M,131789433,COST ALLOCATION
201813199349317311,364195126,PRESENCE CARE TRANSFORMATION CORPORATION,P,910332007,COST
201931349349305773,160743900,Alfred University Housing Corporation,q,0,Transactions are below the threshold.
201931349349305773,160743900,Saxon Inn Inc,p,0,Transactions are below the threshold.
201901309349304305,581357177,SCAD FOUNDATION (HONG KONG) LTD,A,365058,TRANSACTION AMOUNT
201901309349304305,581357177,LUCAS THEATRE FOR THE ARTS INC,B,300000,TRANSACTION AMOUNT
201901309349304305,581357177,LACOSTE ASSOC FOR THE ARTS,B,2146774,TRANSACTION AMOUNT
201901309349304305,581357177,SCAD FOUNDATION (HONG KONG) LTD,D,605920,TRANSACTION AMOUNT
201901309349304305,581357177,LUCAS THEATRE FOR THE ARTS INC,K,137887,TRANSACTION AMOUNT
201930939349300228,470376551,COUNTY OF DODGE HEAD START,Q,19213,BOOK COST/EXPENSE
201931359349311938,591157081,JESSIE KENAN WISE FOUNDATION,C,295493,CASH TRANSFERRED
201931359349311938,591157081,FLAGLER COLLEGE ENDOWMENT FUND,C,1058400,CASH TRANSFERRED
201911349349307661,610444788,PCSOM REAL ESTATE LLC,K,1912802,FMV
201931369349301008,060766747,Rensselaer Polytechnic Institute,d,3869791,Cash
201940439349300309,930401259,Friends of Saturday Academy,a-iv,30000,Actual cash payment.
201901359349304795,060646973,100 Howe Street Associates LLC,S,203745,CASH VALUE
201901359349304795,060646973,1970 (DEC02) Yale William S Beinecke Life-Pingry,S,168343,CASH VALUE
201901359349304795,060646973,3C Corporation,B,2234397,CASH VALUE
201901359349304795,060646973,3C Corporation,S,15524316,CASH VALUE
201901359349304795,060646973,4620 Associates,S,68827,CASH VALUE
201901359349304795,060646973,5C Corporation,B,711948,CASH VALUE
201901359349304795,060646973,5C Corporation,S,3365529,CASH VALUE
201901359349304795,060646973,ARC Energy Fund 9 US LP,B,778271,CASH VALUE
201901359349304795,060646973,Bluebart LP,B,37441057,CASH VALUE
201901359349304795,060646973,Caeruleus Fund,S,72281513,CASH VALUE
201901359349304795,060646973,Charles A Coffin Memorial Fund,S,300000,CASH VALUE
201901359349304795,060646973,Drama Productions Inc,P,1276813,CASH VALUE
201901359349304795,060646973,Edith B Jackson Trust #3,S,110000,CASH VALUE
201901359349304795,060646973,Farallon Capital Institutional Partners 25 LP,B,561039,CASH VALUE
201901359349304795,060646973,Farallon Capital Institutional Partners II LP,B,39970300,CASH VALUE
201901359349304795,060646973,Farallon Capital Institutional Partners II LP,S,1644702,CASH VALUE
201901359349304795,060646973,Fifth Century LP,B,179695827,CASH VALUE
201901359349304795,060646973,Fifth Century LP,S,904921495,CASH VALUE
201901359349304795,060646973,Fourth Century LLC,B,1114963974,CASH VALUE
201901359349304795,060646973,Fourth Century LLC,S,1943395623,CASH VALUE
201901359349304795,060646973,Fourth Century Trust,S,50367350,CASH VALUE
201901359349304795,060646973,Harbor Hills Holdings LP,B,550000,CASH VALUE
201901359349304795,060646973,High Street Partners Ltd,B,1964491,CASH VALUE
201901359349304795,060646973,Long Meadow LP,B,250000000,CASH VALUE
201901359349304795,060646973,LTR Focus Fund,S,115000000,CASH VALUE
201901359349304795,060646973,Luxiver LP,S,108000000,CASH VALUE
201901359349304795,060646973,Paul Mellon Centre for Studies in British Art,B,5506096,CASH VALUE
201901359349304795,060646973,Stoeckel E B Residue Trust,S,375000,CASH VALUE
201901359349304795,060646973,Strategic Residential Fund I LLC,S,22473062,CASH VALUE
201901359349304795,060646973,The Board of Trustees of The Sheffield Scientific School,S,18765684,CASH VALUE
201901359349304795,060646973,The Chief Executive Leadership Institute of the Yale School of Management I,nc,S,447954,CASH VALUE
201901359349304795,060646973,Yale University Elizabethan Club Corp,R,637536,CASH VALUE
201901359349304795,060646973,Yale University Hong Kong Trust,C,3642793,CASH VALUE
201901359349304795,060646973,Yale University Press London,M,867127,CASH VALUE
201901359349304795,060646973,Yale University Press London,L,917770,CASH VALUE
201901359349304795,060646973,Yale University Retiree Health Benefits Coverage Trust,Q,26396511,CASH VALUE
201901359349304795,060646973,YB Institutional Limited Partnership,S,48497000,CASH VALUE
201901359349304795,060646973,Preston J Dunn TR UW FBO Yale University,S,97154,CASH VALUE
201931339349300343,251024358,DISEPIO INSTITUTE FOR RURAL HEALTH AND WELLNESS,O,172658,CASH
201931339349300423,800390564,CALIFORNIA STATE UNIVERSITY SAN MARCOS,P,3651290,COST REIMBURSEMENT
201931339349300423,800390564,CALIFORNIA STATE UNIVERSITY SAN MARCOS,Q,807083,COST REIMBURSEMENT
201931059349300608,231352674,DELVAL EDUCATIONAL TELECOMMUNICATIONS NETWORK,c,1237956,75% DVETN REV
201931339349303848,231352661,Rider Musser Development LLC,r,11426893,cash and land fair market value - continue to be included as investment on balance sheet
201931309349304203,870212470,Bill and Vieve Gore Endowment Fund,s,747953,End Spending Ra
201931309349304203,870212470,Westminster Support Foundation Inc,c,630500,Market Value
201911029349300701,330683684,Niels Brock,p,100000,FMV
201911349349309336,990272261,MARIANIST CENTER OF HAWAII,K,2624900,FAIR MARKET VALUE
201911349349309336,990272261,MARIANIST PROVINCE OF THE UNITED STATES,P,108692,CASH
201911349349309336,990272261,MARIANIST PROVINCE OF THE UNITED STATES,R,332400,CASH
201900639349300210,590624458,WVUM Inc,R,130297,See Part VII
201931359349311623,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,N,395823,FMV
201931359349311623,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,O,396151,FMV
201931359349311623,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,R,526017,FMV
201931359349311623,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,S,141586,FMV
201931359349311623,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,O,2024220,FMV
201931359349311623,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,R,6982268,FMV
201931359349311623,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,S,4369017,FMV
201911349349307641,237225104,GIFT ANNUITIES (34),B,50000,CASH
201911349349307641,237225104,GIFT ANNUITIES (34),G,257922,CASH
201911349349307641,237225104,GIFT ANNUITIES (34),H,188624,CASH
201911349349307641,237225104,CHARITABLE LEAD ANNUITY TRUST,A,5000,CASH
201931339349304198,223431049,TRINITY HEALTH CORPORATION,M,8639679,PER BOOKS
201931339349304198,223431049,TRINITY HEALTH CORPORATION,P,3023178,PER BOOKS
201931339349304198,223431049,TRINITY HEALTH CORPORATION,C,605315,PER BOOKS
201931339349304198,223431049,TRINITY HEALTH CORPORATION,Q,1152856,PER BOOKS
201931339349304198,223431049,TRINITY HEALTH CORPORATION,B,870668,PER BOOKS
201931339349304198,223431049,TRINITY HEALTH CORPORATION,R,3129541,PER BOOKS
201931339349304198,223431049,ST FRANCIS MEDICAL CENTER FOUNDATION INC,C,70000,PER BOOKS
201931339349304198,223431049,LIFE ST FRANCIS CORPORATION,L,1412409,PER BOOKS
201931339349304198,223431049,OUR LADY OF LOURDES HEALTH CARE SERVICES INC,M,2933565,PER BOOKS
201931339349304198,223431049,LOURDES MEDICAL ASSOCIATES PA,M,3681228,PER BOOKS
201931339349304198,223431049,CENTRAL NEW JERSEY HEART SERVICES LLC,C,2869762,PER TAX RETURN
201931309349305083,430652675,OJ CLOUGHLY EDUCATION FOUNDATION,C,77067,FMV
201931309349305083,430652675,BALLMANN FAMILY PRIVATE FOUNDATION,C,68000,FMV
201941229349301334,240795460,Moravian College Housing Inc,a-i,40000,Accrual
201941229349301334,240795460,Moravian College Housing Inc,k,50279,Actual
201941229349301334,240795460,Moravian College Housing Inc,q,275000,Actual
201931059349301753,741109631,OLLU MAIN BUILDING,S,9494317,BOOK VALUE
201941209349301319,475271468,JOHNSON UNIVERSITY,P,CASH PAID
201931359349303083,131624067,Institute of Musical Art,a,396075,FMV
201931339349306788,450323401,TURTLE MOUNTAIN COMMUNITY COLLEGE FOUND,b,35510,CONTRIBUTIONS
201931339349306788,450323401,ARROWHEAD PRINTING INC,l,102071,COST OF SUPPLY
201931339349306788,450323401,ARROWHEAD PRINTING INC,o,82898,SALARIES PAID
201931359349301878,550561496,UNITY HOUSING APARTMENTS LP,L,166429,HUD ESTABLISHED MKT RATES
201901339349305650,941279798,HOWELL MOUNTAIN ENTERPRISES INC,A,98904,CASH
201901359349303745,221487164,UNIVERSITY HOUSING PROJECT CORPORATION,A,190879,COST
201901359349303745,221487164,UNIVERSITY HOUSING PROJECT CORPORATION,Q,131424,COST
201901359349303745,221487164,COPPER BEECH CONDOMINIUM ASSOCIATION,D,513319,COST
201901359349303745,221487164,COPPER BEECH CONDOMINIUM ASSOCIATION,Q,111562,COST
201931359349302423,050258809,MLAF LP,B,36546000,CASH
201931359349304958,510067938,BEEBE MEDICAL FOUNDATION,B,1150106,FMV
201931359349304958,510067938,BEEBE MEDICAL FOUNDATION,C,1204583,FMV
201931359349304958,510067938,BEEBE PHYSICIAN NETWORK INC,J,364727,FMV
201931359349304958,510067938,BEEBE PHYSICIAN NETWORK INC,L,68639363,FMV
201931359349304958,510067938,BEEBE PHYSICIAN NETWORK INC,R,28500000,FMV
201911359349302421,020274509,Motivis Learning Systems Inc,B,6006687,CASH
201911359349302421,020274509,Rethink Education Seed LP,B,3849999,CASH
201940469349301774,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,M,279395,Actual
201940469349301774,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,N,107718,Actual
201940469349301774,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,A,-254818,Actual
201930819349301128,910567740,Whitman College Paul Garrett Foundation,C,236735,Cash
201911359349301301,840402510,OTIS & MARGARET BARNES TRUST,S,799041,CASH TRANSFERRED
201911359349301301,840402510,MARGARET BARNES 1992 IRREV,S,455498,CASH TRANSFERRED
201911359349301301,840402510,CARLTON TRUST,S,303938,CASH TRANSFERRED
201911359349301301,840402510,CHARITABLE REMAINDER TRUST,S,204403,CASH TRANSFERRED
201931339349303508,421264647,Covenant Foundation Inc,C,2976058,Book Value
201931339349303508,421264647,Mercy Hospital of Franciscan Sisters Inc,O,268903,Book Value
201931339349303508,421264647,Sartori Memorial Hospital Inc,O,1087276,Book Value
201931339349303508,421264647,Wheaton Franciscan Healthcare - Iowa Inc,M,48966767,Book Value
201931339349303508,421264647,Northeast Iowa Real Estate Investments Ltd,K,169402,Book Value
201930989349301303,260152908,CBE EDUCATIONAL SERVICES COMPANY INC,D,1308000,LOAN BALANCE
201930989349301303,260152908,CBE EDUCATIONAL SERVICES COMPANY INC,N,167434,FMV SHARED SVS
201930989349301303,260152908,CBE EDUCATIONAL SERVICES COMPANY INC,O,61235,FMV SHARED SVS
201930989349301303,260152908,CBE EDUCATIONAL SERVICES COMPANY INC,R,723000,CASH PAID
201911349349302061,240795686,CHARITABLE REMAINDER TRUSTS,S,707452,CASH VALUE
201911349349302061,240795686,CHARITABLE REMAINDER TRUSTS,S,487735,CASH VALUE
201901339349305860,150532082,Cornell University Foundation,c,7763141,FMV
201901339349305860,150532082,Hudson Cornell Residential JV LLC,r,6972000,FMV
201901339349305860,150532082,Ecornell (Towers Innovation Learning Sol),a,5091261,FMV
201901339349305860,150532082,Samuel Curtis Johnson Foundation,c,2840828,FMV
201901339349305860,150532082,Hudson Cornell Residential JV LLC,r,1639000,FMV
201901339349305860,150532082,University Veterinary Specialists Inc,f,1320000,FMV
201901339349305860,150532082,Friends of the Lab of Ornithology,c,1200000,FMV
201901339349305860,150532082,Hudson Cornell Residential JV LLC,r,465000,FMV
201901339349305860,150532082,Cornell University Foundation UK LTD,c,382273,FMV
201901339349305860,150532082,Hudson Cornell Residential JV LLC,r,92856,FMV
201901339349305860,150532082,Cornell Real Property Services Inc,l,50000,FMV
201901339349306460,541061178,Henrico Inc,j,1100000,FMV
201901339349306460,541061178,Henrico Inc,p,1100000,FMV
201911359349308141,141338587,CHARITABLE REMAINDER UNITRUSTS (12),s,455664,Fair Market Value
201911359349308141,141338587,POOLED INCOME FUNDS (3),s,663572,Fair Market Value
201941309349304419,520591685,MedStar Health Research Institute,P,1414849,FMV
201941309349304419,520591685,Washington Hospital Center Corporation,Q,313368,FMV
201941309349304419,520591685,Medstar Health Inc,P,1657312,FMV
201941309349304419,520591685,HARBOR HOSPITAL INC,S,1833342,FMV
201911349349307056,231352118,JEVS FOUNDATION,A,30324,CASH
201911349349307056,231352118,JEVS FOUNDATION,A,108276,CASH
201911349349307056,231352118,JEVS FOUNDATION,B,3400000,CASH
201911349349307056,231352118,JEVS FOUNDATION,C,2683990,CASH
201911349349307056,231352118,SUPPORTS YOUR WAY,K,399580,FAIR MARKET VALUE
201911349349307056,231352118,JEVS FOUNDATION,L,53605,CASH
201911349349307056,231352118,JEVS BEHAVIORAL HEALTH,L,534788,CASH
201911349349307056,231352118,SUPPORTS YOUR WAY,Q,175646,CASH
201911349349307056,231352118,JEVS BEHAVIORAL HEALTH,Q,2536822,CASH
201941309349304474,540575812,Mennonite Education Agency,c,42256
201941309349304474,540575812,Mennonite Education Agency,p,80035
201901339349304650,560532138,Wake Forest University Foundation,o,73042,FMV Allocation
201901339349304650,560532138,Wake Forest University Health Sciences,c,2201844,Cash Transfer
201901339349304650,560532138,Wake Forest University Health Sciences,p,7195473,Cash Transfer
201901339349304650,560532138,Wake Forest University Health Sciences,q,8195473,Cash Transfer
201901339349304650,560532138,Wake Forest University Development Fndn,c,145422,Cash Transfer
201901339349304650,560532138,Wake Forest University Development Fndn,o,52573,FMV Allocation
201901339349304650,560532138,Reynolda House Inc,b,505000,Cash support
201901339349304650,560532138,Reynolda House Inc,q,268545,Cash Transfer
201901339349304650,560532138,The James W Denmark Loan Fund Inc,s,84206,Cash transfer
201901339349304650,560532138,Verger Capital Management LLC,a,100282,Interest Pymt
