object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202021359349302342,620476301,Other income,2481435,2481435
202001339349302120,350868107,Tuition & fees,611600,146410729,146410729
202001339349302120,350868107,Auxiliary services,611710,19263371,19263371
202001339349302120,350868107,Non-Academic Offerings,611710,1732548,1732548
202001339349302120,350868107,Course Fees,611600,101547,101547
202001339349302130,250912618,AVIATION PROGRAM,611519,9748741,9748741
202001339349302130,250912618,SHORT TERM PROGRAMS,611519,2272811,2272811
202001339349302130,250912618,BOOKSTORE,611519,441551,441551
202001339349302130,250912618,AVIATION CONTRACT TRAINING,611519,4188,4188
202012459349300006,364500805,ACCELERATOR REVENUE,561499,48810,48810
202012459349300006,364500805,PROJECT REVENUE,561499,11454,11454
201941099349300709,310970262,Tuition and Fees,611310,4538107,4538107,0,0
201931349349303158,042104847,TUITION ROOM AND BOARD,900099,139901367,139901367
201931349349303158,042104847,WILLIAMS INN,721000,3419027,138847,3280180
201931349349303158,042104847,AUXILIARY REVENUE,721110,2578026,2578026
201931349349303158,042104847,ALL OTHER PROGRAM SERVICES,900099,1027114,1027114
202000769349300315,370711798,SCHOOL OF UNDERGRADUATE STUDIES,611000,3560262,3560262
202000769349300315,370711798,AUXILIARY,611000,2096500,2096500
202000769349300315,370711798,NON-TRADITIONAL EDUCATION,611000,1533869,1533869
202000769349300315,370711798,SEMINARY,611000,1343287,1343287
202000769349300315,370711798,MISCELLANEOUS,611000,395021,395021
202011909349301571,730774245,TUITION AND FEES,611600,5282306,5282306
202021969349303432,430743910,Tuition and fees,611710,2345322,2345322
202021969349303432,430743910,Auxiliary enterprises,611710,982670,982670
202021969349303432,430743910,Bookstore,451211,175707,175707
202021969349303432,430743910,Athletics,611710,17593,17593
202001399349300870,310537177,TUITION AND FEES,611310,64507579,64507579
202001399349300870,310537177,AUXILIARY ENTERPRISE REVENUE,611710,13083224,13083224
202001399349300870,310537177,OTHER SOURCE INCOME,611710,1516242,1516242
202001349349303510,133508093,TUITION AND FEES,611710,131768136,131768136
202001349349303510,133508093,ROOM & BOARD (& OTHER STUDENT CHARGES),611710,20407837,20407837
202001349349303510,133508093,CAFETERIA,611710,745762,745762
202001349349303510,133508093,BOOKSTORE,611710,120321,120321
202001349349303510,133508093,VENDING COMMISSIONS,611710,60014,60014
202031269349301148,350868125,TUITION & FEES,611710,146124282,146124282
202031269349301148,350868125,STUDENT HOUSING,611710,15104266,15104266
202031269349301148,350868125,MISCELLANEOUS,900099,5121776,5089176,32600
202010459349301101,430654855,TUITION AND FEES,611710,1725138,1725138
202010459349301101,430654855,HOUSING FEES,611710,169021,169021
202010459349301101,430654855,EVENTS,900099,42753,42753
202000149349300400,550788917,CONTRACT REVENUE,114194,114194
202000149349300400,550788917,RENTAL INCOME,75915,75915
202000149349300400,550788917,SERVICES,240,240
202020099349300302,640303069,Tuition & Fees,611310,52536481,52536481
202020099349300302,640303069,Auxiliary Enterprises,611710,9621,9621
202020099349300302,640303069,Housing Revenue,721310,4498626,4498626
202010729349300801,410695527,TUITION AND FEES,541900,74210425,74210425
202010729349300801,410695527,AUXILIARY ENTERPRISES,611710,7970937,7970937
202010729349300801,410695527,PRIVATE SPONSORED RESEARCH & PROG,541700,551257,551257
202010729349300801,410695527,PROGRAM FOR ADVANCED COLLEGE CRED,611110,217490,217490
202010729349300801,410695527,PERFORMANCE SEASON INCOME,711190,173247,173247
202041649349301049,593086453,CONTRACT SERVICE REVENUE,541700,7459584,7459584
202041649349301049,593086453,RESEARCH INITIATIVE REVENUE,541700,861964,861964
202041649349301049,593086453,CONFERENCE REVENUE,541700,352226,352226
202001329349302080,910564961,Education,611310,152467959,152467959,0,0
202041129349300239,410706151,TUITION FEES,611600,22669344,22669344
202041129349300239,410706151,RESIDENT HALL,611710,3543827,3543827
202041129349300239,410706151,STUDENT FINANCIAL AID,611710,2005922,2005922
202041129349300239,410706151,CAFETERIA,611710,1833278,1833278
202041129349300239,410706151,OTHER AUXILIARY REVENUE,611710,258757,258757
202041749349300714,560529990,TUITION,611310,28334948,28334948
202041749349300714,560529990,DORMITORY FEES,611310,3238086,3238086
202041749349300714,560529990,FOOD SERVICES,722100,2491430,2491430
202041749349300714,560529990,OTHER PROGRAM SERVICES,900099,558719,558719
202000839349301000,474649648,SCHOLARSHIP-TUITION,900099,734014,734014
202000839349301000,474649648,TUITION & FEES,900099,176960,176960
202021929349301527,010211781,Student Tuition and Fees,611310,123843145,123843145,0,0
202021929349301527,010211781,Other Educational Programs & Events,611310,3985447,3985447,0,0
202021929349301527,010211781,Auxillary,611710,1938011,1938011,0,0
202001199349300820,391467668,TUITION,611710,2177751,2177751
202001199349300820,391467668,ROOM AND BOARD,611710,1026115,1026115
202001199349300820,391467668,REGISTRATION,611710,261800,261800
202011199349301501,420680344,TUITION,611600,40121167,40121167
202011199349301501,420680344,AUXILIARY,611600,11861433,11861433
202011199349301501,420680344,GOVT TRIO,611600,1697164,1697164
202011199349301501,420680344,AUXILIARY,722320,959511,959511
202011199349301501,420680344,EDUCATIONAL,611600,944047,944047
201923169349305097,942881684,TUITION,611600,1267078,1267078
201923169349305097,942881684,CLINICAL PRACTICE,611600,136149,136149
201923169349305097,942881684,FEDERAL REVENUE PROGRAM,611600,8518,8518
201923169349305097,942881684,OTHER REVENUE,611600,88283,88283
202001919349301975,560532314,"Tuition, Fees, and Boarding",900099,11759727,11759727,0,0
202001919349301975,560532314,Student Store,900099,63836,63836,0,0
202001919349301975,560532314,Summer Programs,900099,192613,84613,108000,0
201943099349302904,800454615,PROGRAM SERVICES - TUI,611710,638711,638711
202041279349300509,570967350,RESEARCH CONTRACTS,900099,241821778,241821778
202041279349300509,570967350,MANAGEMENT FEES,900099,787999,787999
202041279349300509,570967350,OTHER PROGRAM SERVICE REVENUE,900099,328465,328465
202030659349300718,941279803,Traditional Education,611710,35869189,35869189
202030659349300718,941279803,Graduate Program,611710,3499833,3499833
202030659349300718,941279803,Adult Degree Program,611710,2817579,2817579
202030939349300108,510413351,COLLEGE TUITION,611600,135906,135906
202021129349301212,710430687,TUITION & FEES,611600,977042,977042
202021129349301212,710430687,AUXILIARY REVENUE,611710,107627,107627
202011489349301221,946103067,ROYALTIES,3839,3839
202011489349301221,946103067,SEMINAR FEES
202001919349300145,020222111,Tuition & Fees,611600,403778344,403778344,0,0
202001919349300145,020222111,Auxiliary Service,611710,82453111,76607013,5846098,0
202001919349300145,020222111,Medical Related,611600,21968489,21968489,0,0
202001919349300145,020222111,Other Education Related,611600,14946869,14946869,0,0
202001919349300145,020222111,All Other,611600,24580772,24251879,328893,0
201903189349310490,311395941,ADMISSIONS,93984,93984
201903189349310490,311395941,OUTREACH PROGRAMS,76772,76772
201903189349310490,311395941,GLASS STUDIO,24445,24445
201903189349310490,311395941,ROOM RENTALS,16981,16981
201903189349310490,311395941,ART GALLERY,1458,1458
201943209349300744,351358522,Tuition and Fees,611600,3101564
201943209349300744,351358522,Auxiliary Income,611710,210975
201943209349300744,351358522,Other Income,611600,203271
202031979349305483,750917417,Tuition and fees,611600,10784073,10784073
202031979349305483,750917417,Sales and services of auxiliary enterprises,611710,4228143,4228143
202031979349305568,660349669,TUITION AND FEES,611710,12965748,12965748
202031979349305568,660349669,AUXILIARY ENTERPRISE SALES AN,621500,1405870,1405870
202031979349305568,660349669,AFFILIATED HOSPITALS,611710,467596,467596
202041689349300144,231653718,HIGHER EDUCATION PROGRAM SERVICES,611310,105525605,105525605
201941339349302264,061013935,STUDENT INCOME,900099,30525,30525
201941339349302304,231365971,Tuition and Fees,611310,983317000,983317000,0,0
201941339349302304,231365971,Sales and Services of Eductional Activities,611310,10972000,10972000,0,0
201941339349302304,231365971,Auxiliary Enterprises,611310,117833000,117613000,220000,0
201941339349302304,231365971,Patient Care Activities,621111,218810000,218810000,0,0
201941339349302304,231365971,Other,611310,8100000,8100000,0,0
201941339349304834,800151379,EDUCATIONAL PROGRAM,611710,3713072,3713072
201941339349304834,800151379,MANAGEMENT FEE REVENUE,611710,2519409,2519409
201941339349304834,800151379,OTHER REVENUE,611710,1653711,1653711
202011299349300021,381367080,TUITION AND FEES,611310,45434869,45434869
202011299349300021,381367080,AUXILIARY SERVICES,611710,6989410,6989410
202011299349300021,381367080,OTHER REVENUE,900099,592540,415731,176809
202010249349300116,470376524,TUITION AND FEES,611310,58498456,58498456
202010249349300116,470376524,AUXILIARY ENTERPRISES,611710,7734678,7734678
201903199349308290,250965603,TUITION & FEES,611600,34097552,34097552
201903199349308290,250965603,AUXILIARY ENTERPRISES,611600,10271856,10271856
202040509349301019,426081293,TUITION AND FEES,611600,61764059,61764059
202040509349301019,426081293,CLINIC REVENUE,611710,1869664,1869664
202040509349301019,426081293,AUXILIARY ENTERPRISES,611600,381251,381251
202000649349300400,481249429,TUITION AND APPLICATION FEES,611600,4704539,4704539
202041779349300539,721226741,AUXILIARY INCOME,59199,59199
202041779349300539,721226741,STUDENT HOUSING,59331,59331
202041779349300539,721226741,TUITION,4808355,4808355
202041349349301004,231355135,TUITION AND FEES,900099,120018957,120018957,0,0
202041349349301004,231355135,GRADUATE MEDICAL EDUCATION,900099,14370767,14370767,0,0
202041349349301004,231355135,AMBULATORY CARE NETWORK,900099,4994122,4994122,0,0
202041349349301004,231355135,CONTINUING MEDICAL EDUCATION,900099,220094,220094,0,0
202010459349301421,440589787,TUITION AND FEES,611600,37669379,37669379
202010459349301421,440589787,AUXILIARY ENTERPRISES,611600,9489836,9489836
202010459349301421,440589787,OTHER PROGRAM SERVICE REVENUE,611600,437149,437149
202001899349300520,381358000,TUITION AND FEES,30967500,30967500
201923519349300422,822277191,TUITION-TRADITIONAL STUDIES,88537,88537
201923519349300422,822277191,TUITION DUAL ENROLLMENT,17580,17580
201923519349300422,822277191,DUAL CREDIT INCOME,5160,5160
201923519349300422,822277191,REGISTRATION FEES,3550,3550
201923519349300422,822277191,ONLINE ACCESS FEES,3550,3550
202010249349300211,231352648,TUITION / FEES,611710,37285625,37285625,0,0
202010249349300211,231352648,RESIDENT HALLS,721310,2762068,2762068,0,0
202010249349300211,231352648,STUDENT BOARD PLAN,611710,1954169,1954169,0,0
202010249349300211,231352648,FOOD SVCS-CATERING,722320,47298,47298,0,0
202010249349300211,231352648,IU CASH RECEIPTS,900099,42017,42017,0,0
202040309349300709,593562981,PROGRAM SERVICE REVENUES,611710,657598,657598
202040309349300709,593562981,RENTAL REVENUE,531190,536457,536457
202040309349300709,593562981,OTHER PROGRAM REVENUE,611710,1250,1250
202041329349300514,250965557,TUITION & FEES,611710,66236259,66236259
202041329349300514,250965557,ROOM & BOARD,611710,10575023,10575023
202041329349300514,250965557,OTHER AUXILIARY,722320,2241038,2241038
202041329349300514,250965557,ORTHODONTIC PROGRAM,900099,1394860,1394860
202041329349300514,250965557,STUDENT ACTIVITIES/OTHER PROGRAMS,611710,1067922,1067922
201913099349301326,463745855,Tuition and Fees,611710,432148,432148
201913099349301326,463745855,Registration Income,611710,6670,6670
202011059349300421,951716809,Tuition & Fee Revenue,611310,22449485,22449485
202011059349300421,951716809,Other School Revenue,900099,75962,75962
202001479349300875,381366958,TUITION AND FEES,611710,42007168,42007168
202001479349300875,381366958,AUXILIARY,611710,5819293,5819293
202001479349300875,381366958,CONFERENCES & CAMPS,721210,37800,37800
202001479349300985,465340763,Membership Dues & Assessments,611710,329000,329000
202001479349300985,465340763,SUMMER INSTITUTE,611710,11250,11250
202031059349301248,141338498,Tuition & Fees,611310,111617178,111617178
202031059349301248,141338498,Room & Board,611310,35250353,35250353
202031059349301248,141338498,Other Program Revenue,611310,7455854,7455854
202031059349301248,141338498,Laboratory Fees,611310,1760574,1760574
202031059349301248,141338498,Other Student Fees,611310,1180457,1180457
202040979349300804,250965376,TUITION AND FEES,900099,33759930,33759930
202040979349300804,250965376,STUDENT HOUSING,900099,4162978,4162978
202040979349300804,250965376,FOOD SERVICE,900099,3769695,3769695
202040979349300804,250965376,STUDENT SRVCS & ACTIV.,900099,625569,625569
202040979349300804,250965376,CAMPUS STORE,900099,52936,52936
202021369349304222,660380848,TUITIONS AND FEES,611600,1194156,1194156
202021359349303002,420680372,TUITION AND FEES,611600,58336988,58336988
202021359349303002,420680372,AUXILIARY SERVICES,611710,5673587,5673587
201903189349301300,550777066,MEMBERSHIP,611710,2392763,2392763
201933179349306143,264468758,RENTAL INCOME,531110,1611816,1611816
202011369349303436,810378943,TUITION AND FEES,611710,918950,918950
202031409349300113,133838740,STUDENT TUITION/FEES,611600,82900854,82900854
202031409349300113,133838740,MEDICAL CLINIC,621400,497120,497120
202031409349300113,133838740,METABOLIC RESEARCH CENTER FEES,621400,60335,60335
202031409349300113,133838740,SPECIAL COURSE INCOME,621400,87900,87900
202011399349301151,010271210,Tuition and Fees,611710,57016260,57016260
202011399349301151,010271210,Auxiliary Services,611710,11676444,11658380,18064
202011399349301151,010271210,Summer and Sports Camps,721000,240235,73316,166919
202020169349300327,463015560,Auxiliary Income,611600
202020169349300327,463015560,Extra-Curricular Fees,611600,85224,85224
202020169349300327,463015560,Food Charge Income,611600
202020169349300327,463015560,Registration Fees,611600
202020169349300327,463015560,Tuition,611600,1563947,1563947
202041639349300329,941674865,Clinic Fees,621300,1887722,1887722
202041639349300329,941674865,Miscellaneous Income,611600,35,35
202041639349300329,941674865,Tuition and fees,611600,13337928,13337928
202001969349302950,273510935,Supporting Services,900099,5728,5728
201903199349321985,760090602,school fees,611600,18514,18514
202041959349303384,560530005,TUITION AND FEES,611710,19825856,19825856
202041959349303384,560530005,FOOD SERVICES,611710,3035832,3035832
202041959349303384,560530005,HOUSING REVENUE,611710,2891145,2891145
202041959349303384,560530005,BOOK STORE REVENUE,611710,9959,9959
202031229349300323,370661491,TUITION & FEES,611600,11645729,11645729
202031229349300323,370661491,AUXILLARY ENTERPRISES,611600,2776286,2776286
202000499349301450,310971599,TUITION & FEES,611310,29716318,29716318
202000499349301450,310971599,ROOM & BOARD,611310,2030138,2030138
202031749349300813,043403049,TUITION AND FEES,611310,3270368,3270368
201943179349306919,274600814,TUITION,611600,120773,120773
201943179349306919,274600814,PROGRAM FEES,900099,14360,14360
201923459349300107,350715530,TUITION AND FEES,611710,76975527,76975527
201923459349300107,350715530,AUXILIARY INCOME,900099,15443469,14869824,573645
201923459349300107,350715530,ATHLETIC INCOME,900099,727683,727683
201923459349300107,350715530,CONFERENCE AND EVENTS,900099,207042,-61718,268760
201923459349300107,350715530,MISCELLANEOUS INCOME,900099,1048687,1048687
202041189349301469,451215081,PROGRAM SERVICE FEES,177245,177245
202011269349302301,721304948,PATIENT SERVICE REVENUE,621110,134745306,134745306
